ccode,year,defense_form,atopally_form,majpow1,cap_1,atopally,defense,offense,neutral,nonagg,consul,asymm,defense_dem,defense_nodem,USdefense,USSRdefense,atopally_dem,atopally_nodem,USatopally,USSRatopally,offense_dem,offense_nodem,USoffense,USSRoffense,neutral_dem,neutral_nodem,USneutral,USSRneutral,nonagg_dem,nonagg_nodem,USnonagg,USSRnonagg,consul_dem,consul_nodem,USconsul,USSRconsul,defense_MP,defense_demMP,defense_nodemMP,defense_MinP,defense_demMinP,defense_nodemMinP,dem_defense_form,nodem_defense_form,dem_atopally_form,nodem_atopally_form,pure_consul,pure_consul_dem,pure_consul_nodem,nato,bilateral,defense_dembi,defense_nodembi,multilateral,defense_demmulti,defense_nodemmulti,rivalry,defense_capsum,defense_capsum_dem,defense_capsum_nodem,defense_milsum,defense_milsum_dem,defense_milsum_nodem,atopally_capsum,atopally_milsum,rivalcap,rivalmil,defense_MILEX_dem,defense_MILEX_nodem,defense_MILEXnoUS_dem,defense_MILEXnoNATO_dem,defense_dem_cnt,defense_nodem_cnt,gwno,atwar,civilwar,lnrivalmil,LMILEX,PN6,LNRGDP,LMILEX1,LNFOES,LNFRIENDS,DEMOC,CWPRBCOW,coldwar,def_form,milcoor,dem_neighbor,nondem_neighbor,polity_neighbor_weight,polity_neighbor,lnrivalcap,arableauge,warsaw,_defense2,dem_NONNATO,nondem_NONNATO,predemalliance,prenondemalliance,lnUSmil,lnUSSRmil,natomil,NATOmil,lnNATOmil,LNdefense_capsum_nodem,LNdefense_capsum_dem,LNdefense_MILEX_dem,LNdefense_MILEX_nodem,LNdefense_MILEXnoUS_dem,LNdefense_MILEXnoNATO_dem,defense_dem1,defense_nodem1,defense_capsum1,MILGDP,LMILGDP,threatenv
230,1987,,,0,.011323,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,.2695480054826476,.2695100054843351,.0000379999983124,623849664.703125,623849664.703125,0,.2695480054826476,623849664.703125,.0033509999047965,2015.58544921875,492966.7760162354,.8145872950553894,202356.0260162354,0,14,1,230,0,0,7.6091609,9.239777,.2369209,13.17537,9.061695,13.74554,12.56969,10,.0016733,1,1,0,3,3,-.7845129709574953,1.1666666,.0033453978,0,0,1,0,0,0,0,12.57974,0,10298.741,503257.09,13.128859,.000037999278,.23863101,13.108199,.59585804,12.217789,0,1,1,.26846498,.019534113,-3.9355929,.1154769971035421
230,1988,,,0,.011286,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,.2713529933753307,.2713139933766797,.000038999998651,624948852.453125,624948852.453125,0,.2713529933753307,624948852.453125,.0033380000386387,4253.10693359375,573200.270614624,.7902835011482239,191576.708114624,0,14,1,230,0,0,8.3556404,9.31584299999999,.2292671,13.22787,9.239777,13.72994,12.61013,10,.0013789,1,1,2,3,3,-.6128840917515185,1.1666666,.0033324412,0,0,1,1,0,0,0,12.85219,0,11112.69,584304.44,13.278179,.000038999238,.240051,13.258992,.58237398,12.163049,0,1,1,.269548,.019999919,-3.9120271,.1162099970970303
230,1989,,,0,.011797,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,.289314006739005,.289275006740354,.000038999998651,616735513.7578125,616735513.7578125,0,.289314006739005,616735513.7578125,.003406000090763,6101.81787109375,574486.1857604981,.7651767730712891,193080.0607604981,0,14,1,230,0,0,8.716506,9.364879,.2249302,13.2769,9.31584299999999,13.41912,12.5259,10,.0011567,1,1,0,3,3,.1196314615091542,2.3333333,.0034002129,0,0,1,1,0,0,0,12.85162,0,11671.193,586148.75,13.28133,.000038999238,.25408006,13.261233,.56825083,12.170865,0,1,1,.27135301,.020000041,-3.9120209,.1177850000676699
230,1990,,,0,.011825,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,.3075519992489717,.3075089992489666,.0000430000000051,630559939.859375,630559939.859375,0,.3075519992489717,630559939.859375,.0034199999645352,4501.71630859375,562027.7785339356,.7393277287483215,195037.7472839356,0,15,1,230,0,0,8.4124365,9.29724,.209989,13.31462,9.364879,13.29851,12.8924,10,.0009612,1,0,0,3,3,1.264782173431438,2.3333333,.003414165,0,0,1,1,0,0,0,12.81309,0,10907.872,572927.06,13.258515,.000042999076,.26812381,13.239308,.55349869,12.180954,0,1,1,.289314,.018000063,-4.0173802,.1145630021346733
230,1991,,1,0,.012255,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,.2894560024979,.2894060024991632,.0000499999987369,574432948.09375,574432948.09375,0,.2958740024732833,575697783.21875,0,0,483183.2899017334,.7160398364067078,159267.1336517334,0,14,1,230,0,0,0,9.264993000000001,.186316,13.33953,9.29724,13.27415,12.75044,10,.0008515,0,0,0,3,3,1.911843977728575,2.3333333,0,0,0,1,1,0,0,0,12.68824,0,10561.736,493736.5,13.109759,.000049998747,.25418165,13.088154,.54001921,11.978344,0,1,1,.30755201,.017000085,-4.0745368,.1775210005580448
230,1992,,1,0,.011924,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,.3018029985505564,.3017529985518195,.0000499999987369,594869177.015625,594869177.015625,0,.323240998575784,602716769.265625,0,0,504934.8215179443,.7033794522285461,155242.1340179443,0,14,1,230,0,0,0,9.148042999999991,.1828834,13.34775,9.264993000000001,12.96293,12.96318,10,.0008028,0,0,0,3,3,2.293987995596513,1.6666666,0,0,0,1,1,0,0,0,12.76481,0,9396.0342,514322.41,13.150607,.000049998747,.26371181,13.132187,.53261417,11.952747,0,1,1,.28945601,.014999971,-4.199707,.005607999919448
230,1993,,1,0,.011856,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,.3077100042282837,.30766600422794,.0000440000003437,595432446.890625,595432446.890625,0,.3328480045886408,603128964.171875,0,0,481845.3941879273,.6917694807052612,150932.6441879273,0,14,1,230,0,0,0,9.259671000000001,.178293,13.33421,9.148042999999991,12.9101,12.89748,10,.0008029,0,0,0,3,5,2.464352572243278,2,0,0,0,1,1,0,0,0,12.70961,0,10505.677,492342.5,13.106932,.000043999033,.26824388,13.085381,.52577502,11.924596,0,1,1,.30180299,.017000049,-4.0745392,.0054789998102933
230,1994,,1,0,.011804,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,.2985399960525683,.2984969960525632,.0000430000000051,579034196.859375,579034196.859375,0,.3888169963677228,707626799.609375,0,0,465852.2943344116,.6816895604133606,150889.4505844116,0,14,1,230,0,0,0,9.158205000000001,.1735938,13.35791,9.259671000000001,12.88523,13.08965,10,.0008583,0,0,0,3,5,2.578701468383251,2,0,0,0,1,1,0,0,0,12.66021,0,9492.0039,475335.81,13.071779,.000042999076,.26120743,13.051626,.51979899,11.92431,0,1,1,.30770999,.015000002,-4.1997051,.0055219999630935
230,1995,,1,0,.011874,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,.2940610021105385,.2940180021105334,.0000430000000051,566413009.109375,566413009.109375,0,.3894140017284826,688299914.265625,0,0,442555.2253570557,.6705605983734131,142905.3503570557,0,14,1,230,0,0,0,9.117227,.1718789,13.38592,9.158205000000001,13.05511,12.9269,10,.0007711,0,0,0,3,5,2.623680664837866,2.6666667,0,0,0,1,1,0,1,0,12.61037,0,9110.9023,451657.69,13.020682,.000042999076,.25775212,13.000322,.51315928,11.869945,0,1,1,.29854,.014000069,-4.268693,.0046959999017417
230,1996,,1,0,.011236,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,.2917350000643637,.2916930000646971,.0000419999996666,562485098.75,562485098.75,0,.3984220004197141,675653948.78125,0,0,432269.1061935425,.6612062454223633,145202.3561935425,0,14,1,230,0,0,0,9.140934,.1626177,13.40963,9.117227,13.12274,12.84882,10,.0006945,0,0,0,3,5,2.478065818070972,2.6666667,0,0,0,1,1,0,1,0,12.56747,0,9329.4746,441590.09,12.998139,.000041999119,.25595376,12.976806,.50754398,11.885891,0,1,1,.29406101,.014000027,-4.2686958,.1438410058617592
230,1997,1,,0,.011104,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,.3042050024741911,.3041640024748631,.0000409999993281,537154380.140625,537154380.140625,0,.3925070010727723,627975334.703125,0,0,445571.4788665772,.6537279486656189,153036.3538665772,0,17,1,230,0,0,0,9.104623,.162834,13.44743,9.140934,13.28904,12.41707,10,.0006375,0,1,0,3,5,2.503532742468531,2.6666667,0,0,0,1,1,0,0,0,12.58634,0,8996.7891,454559.81,13.027087,.000040999159,.26556224,13.007115,.50303209,11.938437,0,1,1,.29173499,.012999986,-4.3428068,.1466769985854626
230,1998,,,0,.011469,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,.3078930018527899,.3078510018531233,.0000419999996666,542215875.734375,542215875.734375,0,.3904720005950821,624565411.609375,0,0,443414.9619979858,.6489747762680054,155724.6182479858,0,17,1,230,0,0,0,9.149151,.1652286,13.49196,9.104623,13.27751,12.40059,10,.000539,0,1,0,3,5,2.609888090673101,2.8333333,0,0,0,1,1,0,0,0,12.56964,0,9406.4512,452812.91,13.023236,.000041999119,.26838532,13.002264,.50015372,11.955851,0,1,1,.304205,.01299996,-4.3428092,.1521789948455989
230,1999,,,0,.011116,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,.3023519935231889,.3023079935228452,.0000440000003437,537261907.4375,537261907.4375,0,.3840299947687527,616568060.59375,0,0,453431.1090087891,.6417441368103027,161824.7652587891,0,17,1,230,0,0,0,9.115211999999991,.1567591,13.53806,9.149151,13.1627,12.60921,10,,0,1,0,3,5,2.839767379665065,2.8333333,0,0,0,1,1,0,0,0,12.58316,0,9092.5625,462515.19,13.044436,.000043999033,.26413807,13.024601,.49575919,11.994275,0,1,1,.30789301,.012000008,-4.4228482,.1558970035985112
230,2000,,,0,.010982,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,.2937919958021666,.2937399958027527,.000051999999414,526413668.265625,526413668.265625,0,.3764349977600432,602082904.296875,0,0,463070.6960754395,.6305235624313355,160360.8523254395,0,17,1,230,0,0,0,9.163836,.1539993,13.58669,9.115211999999991,13.17444,12.57215,10,,0,1,0,3,5,3.071569248327332,2.8333333,0,0,0,1,1,0,0,0,12.62053,0,9545.6035,472607.78,13.066023,.000051998646,.25753725,13.045637,.48890117,11.985188,0,1,1,.30235198,.011999936,-4.4228539,.1610240070149303
230,2001,,1,0,.010841,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,.2888909974826674,.2888389974832535,.000051999999414,529987795.109375,529987795.109375,0,.3732179974861083,615716397.3515625,0,0,0,0,0,0,17,1,230,0,0,0,,.1469101,,9.163836,,,,,0,0,0,3,5,3.206297188336911,2.8333333,0,0,0,1,1,0,0,0,,0,,,,.000051998646,.2537418,0,0,0,0,1,1,.29379201,,,0
230,2002,,,0,.01147,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,.2888420053241134,.288791005325038,.0000509999990754,567341325.4375,567341325.4375,0,.3694070075609943,639917099.2734375,0,0,0,0,0,0,17,1,230,0,0,0,,,,,,,,,0,1,0,3,5,3.299284078787632,2.6666667,0,0,0,1,1,0,0,0,,0,,,,.0000509987,.25370458,0,0,0,0,1,1,.28889099,,,0
230,2003,,,0,.01102,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,,,,,,,,,0,1,0,0,0,3.285794320268569,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,.28884199,,,0
230,2004,,,0,.011316,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1,0,0,,,,,,,,,0,1,0,0,0,3.464910680337017,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
230,2005,,,0,.011416,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,,,,,,,,,0,1,0,0,0,3.655160792553711,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
230,2006,,,0,.011347,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,,,,,,,,,0,1,0,0,0,3.655320574483346,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
230,2007,,,0,.011389,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,,,,,,,,,0,1,0,0,0,3.649316547392578,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
230,2008,,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,,,,,,,,,0,1,0,0,0,3.68456090715975,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
230,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,,,
230,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
230,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
230,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
230,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
230,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
232,1993,,,0,2.0000000e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0357519993558526,57350869,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,0,0,2,0,2.740365052507634,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,.1527100056409836
232,1994,,,0,2.0000000e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0365699995309114,65976977,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,2,0,2.837652869016813,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,.1448249965906143
232,1995,,,0,2.0000000e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0368919987231493,69137088,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,2,0,2.862896308478384,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,.1406410038471222
232,1996,,,0,2.0000000e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0361750004813075,67584989,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,2,0,2.716051879688129,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,.1383389979600906
232,1997,,,0,3.0000001e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.034939999692142,58129705,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,2,0,2.754356556225213,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,.1945050023496151
232,1998,,,0,2.0000000e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0354439998045564,56501213,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,0,0,2,0,2.874024354320627,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,1999,,,0,3.0000001e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0339279994368553,51862009,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,2,0,3.081735157514451,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2000,,,0,3.0000001e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0317169995978475,46341991,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,2,0,3.297955845488327,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2001,,,0,2.0000000e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0306309992447495,43919673.5,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,2,0,3.410021232819733,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2002,,,0,2.0000000e-06,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.0314549999311566,49363304,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,2,0,3.496254718418719,9.5,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2003,,,0,2.0000000e-06,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,0,0,3.842048480198007,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2004,,,0,2.0000000e-06,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,0,0,4.008920823103229,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2005,,,0,3.0000001e-06,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,0,0,4.189486692061893,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2006,,,0,3.0000001e-06,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,0,0,4.169550299117645,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2007,,,0,3.0000001e-06,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,0,0,4.146186089457043,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2008,,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,0,1,0,0,0,4.195213887228368,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0
232,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,,,
232,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
232,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
235,1949,1,1,0,.0024619999,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,.4347890035969613,.4347770035965368,.0000120000004245,0,0,0,.4486120033798215,0,0,0,0,0,0,0,10,1,235,0,0,0,,,,,,,,,1,1,2,0,1,1.503240273007931,-7,0,0,0,1,0,0,1,1,,0,,,,.000011999929,.36100945,0,0,0,0,,,,,,.1679179966449738
235,1950,,,0,.0023409999,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,.4309259929168547,.4309129929170013,.0000129999998535,136095268.8398438,136095268.8398438,0,.4440379931065763,136859271.9648438,0,0,0,0,0,0,10,1,235,0,0,0,,,,,,,,,1,1,2,0,1,1.701823095366039,-7,0,0,0,1,0,0,1,1,,0,,,,.000012999915,.3583127,0,0,0,0,1,1,.434789,,,.2990930080413818
235,1951,1,1,0,.0021550001,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,.4765419864734213,.4735169865889475,.0030249998844738,266226689.9179688,265117140.7929688,1109549.125,.4890559863006274,266711862.6054688,0,0,220516.1055755615,1723.966260910034,60527.16807556152,0,11,2,235,0,0,0,6.435381,.2223287,9.987581000000001,,12.75521,10.7493,-9,.0087716,1,1,2,0,1,1.413026091507031,-7,0,0,0,1,0,0,0,0,11.98286,0,623.52008,222857.16,12.314291,.0030204337,.38765204,12.303731,7.4529629,11.010864,0,1,1,.430926,.028661516,-3.5522001,.2767869979143143
